Customer_ID,Age_Group,Gender,Recommended_Products,Promotion_Applied
CUST_2069,Cao tuổi (>50),Nam,"Thực phẩm chức năng, Trà xanh, Gậy đi bộ",Giảm 15% thực phẩm chức năng!
CUST_2070,Trẻ em (0–12),Nam,"Đồ chơi xe hơi, Bút màu, Bánh kẹo trẻ em",Giảm 10% tất cả đồ chơi hôm nay!
CUST_2071,Cao tuổi (>50),Nữ,"Thực phẩm bổ sung canxi, Trà thảo mộc, Kem dưỡng da lão hóa",Giảm 15% thực phẩm chức năng!
CUST_2072,Thanh niên (19–30),Nữ,"Mỹ phẩm dưỡng da, Túi xách, Trà sữa pha sẵn",Freeship khi mua từ 200k!
CUST_2073,Trẻ em (0–12),Nữ,"Búp bê, Bút màu, Kẹp tóc",Giảm 10% tất cả đồ chơi hôm nay!
CUST_2074,Thiếu niên (13–18),Nữ,"Son dưỡng môi, Ba lô học sinh, Kẹp tóc thời trang",Mua 2 tặng 1 đồ dùng học tập!
CUST_2075,Trung niên (31–50),Nữ,"Thực phẩm chức năng, Mỹ phẩm cao cấp, Rượu vang",Tích điểm gấp đôi cuối tuần!
CUST_2076,Thiếu niên (13–18),Nữ,"Son dưỡng môi, Ba lô học sinh, Kẹp tóc thời trang",Mua 2 tặng 1 đồ dùng học tập!
CUST_2077,Trung niên (31–50),Nam,"Rượu vang, Cà phê hòa tan, Đồng hồ lịch lãm",Tích điểm gấp đôi cuối tuần!
CUST_2078,Trung niên (31–50),Nữ,"Thực phẩm chức năng, Mỹ phẩm cao cấp, Rượu vang",Tích điểm gấp đôi cuối tuần!
CUST_2079,Trẻ em (0–12),Nam,"Đồ chơi xe hơi, Bút màu, Bánh kẹo trẻ em",Giảm 10% tất cả đồ chơi hôm nay!
CUST_2080,Trung niên (31–50),Nữ,"Thực phẩm chức năng, Mỹ phẩm cao cấp, Rượu vang",Tích điểm gấp đôi cuối tuần!
CUST_2081,Trẻ em (0–12),Nam,"Đồ chơi xe hơi, Bút màu, Bánh kẹo trẻ em",Giảm 10% tất cả đồ chơi hôm nay!
CUST_2082,Cao tuổi (>50),Nữ,"Thực phẩm bổ sung canxi, Trà thảo mộc, Kem dưỡng da lão hóa",Giảm 15% thực phẩm chức năng!
CUST_2083,Trung niên (31–50),Nam,"Rượu vang, Cà phê hòa tan, Đồng hồ lịch lãm",Tích điểm gấp đôi cuối tuần!
CUST_2084,Trung niên (31–50),Nam,"Rượu vang, Cà phê hòa tan, Đồng hồ lịch lãm",Tích điểm gấp đôi cuối tuần!
CUST_2085,Trẻ em (0–12),Nam,"Đồ chơi xe hơi, Bút màu, Bánh kẹo trẻ em",Giảm 10% tất cả đồ chơi hôm nay!
CUST_2086,Thanh niên (19–30),Nữ,"Mỹ phẩm dưỡng da, Túi xách, Trà sữa pha sẵn",Freeship khi mua từ 200k!
CUST_2087,Trẻ em (0–12),Nam,"Đồ chơi xe hơi, Bút màu, Bánh kẹo trẻ em",Giảm 10% tất cả đồ chơi hôm nay!
CUST_2088,Thiếu niên (13–18),Nữ,"Son dưỡng môi, Ba lô học sinh, Kẹp tóc thời trang",Mua 2 tặng 1 đồ dùng học tập!
CUST_2089,Trung niên (31–50),Nam,"Rượu vang, Cà phê hòa tan, Đồng hồ lịch lãm",Tích điểm gấp đôi cuối tuần!
CUST_2090,Thanh niên (19–30),Nữ,"Mỹ phẩm dưỡng da, Túi xách, Trà sữa pha sẵn",Freeship khi mua từ 200k!
CUST_2091,Thiếu niên (13–18),Nữ,"Son dưỡng môi, Ba lô học sinh, Kẹp tóc thời trang",Mua 2 tặng 1 đồ dùng học tập!
CUST_2092,Thanh niên (19–30),Nữ,"Mỹ phẩm dưỡng da, Túi xách, Trà sữa pha sẵn",Freeship khi mua từ 200k!
CUST_2093,Cao tuổi (>50),Nam,"Thực phẩm chức năng, Trà xanh, Gậy đi bộ",Giảm 15% thực phẩm chức năng!
CUST_2094,Thiếu niên (13–18),Nữ,"Son dưỡng môi, Ba lô học sinh, Kẹp tóc thời trang",Mua 2 tặng 1 đồ dùng học tập!
CUST_2095,Cao tuổi (>50),Nam,"Thực phẩm chức năng, Trà xanh, Gậy đi bộ",Giảm 15% thực phẩm chức năng!
CUST_2096,Cao tuổi (>50),Nữ,"Thực phẩm bổ sung canxi, Trà thảo mộc, Kem dưỡng da lão hóa",Giảm 15% thực phẩm chức năng!
CUST_2097,Trung niên (31–50),Nam,"Rượu vang, Cà phê hòa tan, Đồng hồ lịch lãm",Tích điểm gấp đôi cuối tuần!
CUST_2098,Trẻ em (0–12),Nữ,"Búp bê, Bút màu, Kẹp tóc",Giảm 10% tất cả đồ chơi hôm nay!
CUST_2099,Trẻ em (0–12),Nữ,"Búp bê, Bút màu, Kẹp tóc",Giảm 10% tất cả đồ chơi hôm nay!
CUST_2100,Trung niên (31–50),Nam,"Rượu vang, Cà phê hòa tan, Đồng hồ lịch lãm",Tích điểm gấp đôi cuối tuần!
CUST_2101,Thiếu niên (13–18),Nữ,"Son dưỡng môi, Ba lô học sinh, Kẹp tóc thời trang",Mua 2 tặng 1 đồ dùng học tập!
CUST_2102,Cao tuổi (>50),Nam,"Thực phẩm chức năng, Trà xanh, Gậy đi bộ",Giảm 15% thực phẩm chức năng!
CUST_2103,Thanh niên (19–30),Nữ,"Mỹ phẩm dưỡng da, Túi xách, Trà sữa pha sẵn",Freeship khi mua từ 200k!
CUST_2104,Trung niên (31–50),Nữ,"Thực phẩm chức năng, Mỹ phẩm cao cấp, Rượu vang",Tích điểm gấp đôi cuối tuần!
CUST_2105,Thanh niên (19–30),Nam,"Giày sneaker, Đồng hồ thể thao, Nước tăng lực",Freeship khi mua từ 200k!
CUST_2106,Cao tuổi (>50),Nữ,"Thực phẩm bổ sung canxi, Trà thảo mộc, Kem dưỡng da lão hóa",Giảm 15% thực phẩm chức năng!
CUST_2107,Thiếu niên (13–18),Nam,"Giày sneaker, Ba lô học sinh, Tai nghe",Mua 2 tặng 1 đồ dùng học tập!
CUST_2108,Trung niên (31–50),Nữ,"Thực phẩm chức năng, Mỹ phẩm cao cấp, Rượu vang",Tích điểm gấp đôi cuối tuần!
CUST_2109,Trung niên (31–50),Nam,"Rượu vang, Cà phê hòa tan, Đồng hồ lịch lãm",Tích điểm gấp đôi cuối tuần!
CUST_2110,Thanh niên (19–30),Nam,"Giày sneaker, Đồng hồ thể thao, Nước tăng lực",Freeship khi mua từ 200k!
CUST_2111,Trẻ em (0–12),Nam,"Đồ chơi xe hơi, Bút màu, Bánh kẹo trẻ em",Giảm 10% tất cả đồ chơi hôm nay!
CUST_2112,Cao tuổi (>50),Nữ,"Thực phẩm bổ sung canxi, Trà thảo mộc, Kem dưỡng da lão hóa",Giảm 15% thực phẩm chức năng!
CUST_2113,Trẻ em (0–12),Nữ,"Búp bê, Bút màu, Kẹp tóc",Giảm 10% tất cả đồ chơi hôm nay!
CUST_2114,Thiếu niên (13–18),Nam,"Giày sneaker, Ba lô học sinh, Tai nghe",Mua 2 tặng 1 đồ dùng học tập!
CUST_2115,Cao tuổi (>50),Nam,"Thực phẩm chức năng, Trà xanh, Gậy đi bộ",Giảm 15% thực phẩm chức năng!
CUST_2116,Cao tuổi (>50),Nam,"Thực phẩm chức năng, Trà xanh, Gậy đi bộ",Giảm 15% thực phẩm chức năng!
CUST_2117,Cao tuổi (>50),Nam,"Thực phẩm chức năng, Trà xanh, Gậy đi bộ",Giảm 15% thực phẩm chức năng!
CUST_2118,Trẻ em (0–12),Nam,"Đồ chơi xe hơi, Bút màu, Bánh kẹo trẻ em",Giảm 10% tất cả đồ chơi hôm nay!
CUST_2119,Thanh niên (19–30),Nữ,"Mỹ phẩm dưỡng da, Túi xách, Trà sữa pha sẵn",Freeship khi mua từ 200k!
CUST_2120,Cao tuổi (>50),Nam,"Thực phẩm chức năng, Trà xanh, Gậy đi bộ",Giảm 15% thực phẩm chức năng!
CUST_2121,Thanh niên (19–30),Nam,"Giày sneaker, Đồng hồ thể thao, Nước tăng lực",Freeship khi mua từ 200k!
CUST_2122,Thiếu niên (13–18),Nữ,"Son dưỡng môi, Ba lô học sinh, Kẹp tóc thời trang",Mua 2 tặng 1 đồ dùng học tập!
CUST_2123,Trung niên (31–50),Nữ,"Thực phẩm chức năng, Mỹ phẩm cao cấp, Rượu vang",Tích điểm gấp đôi cuối tuần!
CUST_2124,Trung niên (31–50),Nữ,"Thực phẩm chức năng, Mỹ phẩm cao cấp, Rượu vang",Tích điểm gấp đôi cuối tuần!
CUST_2125,Thanh niên (19–30),Nam,"Giày sneaker, Đồng hồ thể thao, Nước tăng lực",Freeship khi mua từ 200k!
CUST_2126,Thiếu niên (13–18),Nữ,"Son dưỡng môi, Ba lô học sinh, Kẹp tóc thời trang",Mua 2 tặng 1 đồ dùng học tập!
CUST_2127,Thanh niên (19–30),Nữ,"Mỹ phẩm dưỡng da, Túi xách, Trà sữa pha sẵn",Freeship khi mua từ 200k!
CUST_2128,Thanh niên (19–30),Nữ,"Mỹ phẩm dưỡng da, Túi xách, Trà sữa pha sẵn",Freeship khi mua từ 200k!
CUST_2129,Thanh niên (19–30),Nữ,"Mỹ phẩm dưỡng da, Túi xách, Trà sữa pha sẵn",Freeship khi mua từ 200k!
CUST_2130,Trẻ em (0–12),Nam,"Đồ chơi xe hơi, Bút màu, Bánh kẹo trẻ em",Giảm 10% tất cả đồ chơi hôm nay!
CUST_2131,Thanh niên (19–30),Nữ,"Mỹ phẩm dưỡng da, Túi xách, Trà sữa pha sẵn",Freeship khi mua từ 200k!
CUST_2132,Trẻ em (0–12),Nữ,"Búp bê, Bút màu, Kẹp tóc",Giảm 10% tất cả đồ chơi hôm nay!
CUST_2133,Cao tuổi (>50),Nam,"Thực phẩm chức năng, Trà xanh, Gậy đi bộ",Giảm 15% thực phẩm chức năng!
CUST_2134,Cao tuổi (>50),Nam,"Thực phẩm chức năng, Trà xanh, Gậy đi bộ",Giảm 15% thực phẩm chức năng!
CUST_2135,Cao tuổi (>50),Nữ,"Thực phẩm bổ sung canxi, Trà thảo mộc, Kem dưỡng da lão hóa",Giảm 15% thực phẩm chức năng!
CUST_2136,Thanh niên (19–30),Nam,"Giày sneaker, Đồng hồ thể thao, Nước tăng lực",Freeship khi mua từ 200k!
CUST_2137,Thiếu niên (13–18),Nam,"Giày sneaker, Ba lô học sinh, Tai nghe",Mua 2 tặng 1 đồ dùng học tập!
CUST_2138,Thiếu niên (13–18),Nữ,"Son dưỡng môi, Ba lô học sinh, Kẹp tóc thời trang",Mua 2 tặng 1 đồ dùng học tập!
CUST_2139,Thiếu niên (13–18),Nam,"Giày sneaker, Ba lô học sinh, Tai nghe",Mua 2 tặng 1 đồ dùng học tập!
CUST_2140,Thiếu niên (13–18),Nữ,"Son dưỡng môi, Ba lô học sinh, Kẹp tóc thời trang",Mua 2 tặng 1 đồ dùng học tập!
CUST_2141,Thiếu niên (13–18),Nam,"Giày sneaker, Ba lô học sinh, Tai nghe",Mua 2 tặng 1 đồ dùng học tập!
CUST_2142,Thiếu niên (13–18),Nữ,"Son dưỡng môi, Ba lô học sinh, Kẹp tóc thời trang",Mua 2 tặng 1 đồ dùng học tập!
CUST_2143,Thanh niên (19–30),Nữ,"Mỹ phẩm dưỡng da, Túi xách, Trà sữa pha sẵn",Freeship khi mua từ 200k!
CUST_2144,Trung niên (31–50),Nữ,"Thực phẩm chức năng, Mỹ phẩm cao cấp, Rượu vang",Tích điểm gấp đôi cuối tuần!
CUST_2145,Trẻ em (0–12),Nam,"Đồ chơi xe hơi, Bút màu, Bánh kẹo trẻ em",Giảm 10% tất cả đồ chơi hôm nay!
CUST_2146,Cao tuổi (>50),Nam,"Thực phẩm chức năng, Trà xanh, Gậy đi bộ",Giảm 15% thực phẩm chức năng!
CUST_2147,Thanh niên (19–30),Nữ,"Mỹ phẩm dưỡng da, Túi xách, Trà sữa pha sẵn",Freeship khi mua từ 200k!
CUST_2148,Cao tuổi (>50),Nam,"Thực phẩm chức năng, Trà xanh, Gậy đi bộ",Giảm 15% thực phẩm chức năng!
CUST_2149,Thiếu niên (13–18),Nữ,"Son dưỡng môi, Ba lô học sinh, Kẹp tóc thời trang",Mua 2 tặng 1 đồ dùng học tập!
CUST_2150,Thanh niên (19–30),Nam,"Giày sneaker, Đồng hồ thể thao, Nước tăng lực",Freeship khi mua từ 200k!
CUST_2151,Trung niên (31–50),Nữ,"Thực phẩm chức năng, Mỹ phẩm cao cấp, Rượu vang",Tích điểm gấp đôi cuối tuần!
CUST_2152,Thiếu niên (13–18),Nam,"Giày sneaker, Ba lô học sinh, Tai nghe",Mua 2 tặng 1 đồ dùng học tập!
CUST_2153,Trung niên (31–50),Nam,"Rượu vang, Cà phê hòa tan, Đồng hồ lịch lãm",Tích điểm gấp đôi cuối tuần!
CUST_2154,Thanh niên (19–30),Nữ,"Mỹ phẩm dưỡng da, Túi xách, Trà sữa pha sẵn",Freeship khi mua từ 200k!
CUST_2155,Thanh niên (19–30),Nam,"Giày sneaker, Đồng hồ thể thao, Nước tăng lực",Freeship khi mua từ 200k!
CUST_2156,Thanh niên (19–30),Nữ,"Mỹ phẩm dưỡng da, Túi xách, Trà sữa pha sẵn",Freeship khi mua từ 200k!
CUST_2157,Thanh niên (19–30),Nữ,"Mỹ phẩm dưỡng da, Túi xách, Trà sữa pha sẵn",Freeship khi mua từ 200k!
CUST_2158,Thanh niên (19–30),Nữ,"Mỹ phẩm dưỡng da, Túi xách, Trà sữa pha sẵn",Freeship khi mua từ 200k!
CUST_2159,Thiếu niên (13–18),Nam,"Giày sneaker, Ba lô học sinh, Tai nghe",Mua 2 tặng 1 đồ dùng học tập!
CUST_2160,Trung niên (31–50),Nữ,"Thực phẩm chức năng, Mỹ phẩm cao cấp, Rượu vang",Tích điểm gấp đôi cuối tuần!
CUST_2161,Cao tuổi (>50),Nam,"Thực phẩm chức năng, Trà xanh, Gậy đi bộ",Giảm 15% thực phẩm chức năng!
CUST_2162,Cao tuổi (>50),Nam,"Thực phẩm chức năng, Trà xanh, Gậy đi bộ",Giảm 15% thực phẩm chức năng!
CUST_2163,Cao tuổi (>50),Nam,"Thực phẩm chức năng, Trà xanh, Gậy đi bộ",Giảm 15% thực phẩm chức năng!
CUST_2164,Trẻ em (0–12),Nữ,"Búp bê, Bút màu, Kẹp tóc",Giảm 10% tất cả đồ chơi hôm nay!
CUST_2165,Trẻ em (0–12),Nữ,"Búp bê, Bút màu, Kẹp tóc",Giảm 10% tất cả đồ chơi hôm nay!
CUST_2166,Cao tuổi (>50),Nữ,"Thực phẩm bổ sung canxi, Trà thảo mộc, Kem dưỡng da lão hóa",Giảm 15% thực phẩm chức năng!
CUST_2167,Trung niên (31–50),Nữ,"Thực phẩm chức năng, Mỹ phẩm cao cấp, Rượu vang",Tích điểm gấp đôi cuối tuần!
CUST_2168,Trung niên (31–50),Nam,"Rượu vang, Cà phê hòa tan, Đồng hồ lịch lãm",Tích điểm gấp đôi cuối tuần!
CUST_2169,Cao tuổi (>50),Nam,"Thực phẩm chức năng, Trà xanh, Gậy đi bộ",Giảm 15% thực phẩm chức năng!
CUST_2170,Trẻ em (0–12),Nam,"Đồ chơi xe hơi, Bút màu, Bánh kẹo trẻ em",Giảm 10% tất cả đồ chơi hôm nay!
CUST_2171,Thiếu niên (13–18),Nam,"Giày sneaker, Ba lô học sinh, Tai nghe",Mua 2 tặng 1 đồ dùng học tập!
CUST_2172,Trẻ em (0–12),Nữ,"Búp bê, Bút màu, Kẹp tóc",Giảm 10% tất cả đồ chơi hôm nay!
CUST_2173,Trung niên (31–50),Nam,"Rượu vang, Cà phê hòa tan, Đồng hồ lịch lãm",Tích điểm gấp đôi cuối tuần!
CUST_2174,Thanh niên (19–30),Nữ,"Mỹ phẩm dưỡng da, Túi xách, Trà sữa pha sẵn",Freeship khi mua từ 200k!
CUST_2175,Trẻ em (0–12),Nam,"Đồ chơi xe hơi, Bút màu, Bánh kẹo trẻ em",Giảm 10% tất cả đồ chơi hôm nay!
CUST_2176,Cao tuổi (>50),Nữ,"Thực phẩm bổ sung canxi, Trà thảo mộc, Kem dưỡng da lão hóa",Giảm 15% thực phẩm chức năng!
CUST_2177,Thiếu niên (13–18),Nam,"Giày sneaker, Ba lô học sinh, Tai nghe",Mua 2 tặng 1 đồ dùng học tập!
CUST_2178,Cao tuổi (>50),Nữ,"Thực phẩm bổ sung canxi, Trà thảo mộc, Kem dưỡng da lão hóa",Giảm 15% thực phẩm chức năng!
CUST_2179,Thiếu niên (13–18),Nữ,"Son dưỡng môi, Ba lô học sinh, Kẹp tóc thời trang",Mua 2 tặng 1 đồ dùng học tập!
CUST_2180,Thiếu niên (13–18),Nữ,"Son dưỡng môi, Ba lô học sinh, Kẹp tóc thời trang",Mua 2 tặng 1 đồ dùng học tập!
CUST_2181,Thiếu niên (13–18),Nữ,"Son dưỡng môi, Ba lô học sinh, Kẹp tóc thời trang",Mua 2 tặng 1 đồ dùng học tập!
CUST_2182,Thanh niên (19–30),Nữ,"Mỹ phẩm dưỡng da, Túi xách, Trà sữa pha sẵn",Freeship khi mua từ 200k!
CUST_2183,Thanh niên (19–30),Nam,"Giày sneaker, Đồng hồ thể thao, Nước tăng lực",Freeship khi mua từ 200k!
CUST_2184,Trung niên (31–50),Nam,"Rượu vang, Cà phê hòa tan, Đồng hồ lịch lãm",Tích điểm gấp đôi cuối tuần!
CUST_2185,Thiếu niên (13–18),Nữ,"Son dưỡng môi, Ba lô học sinh, Kẹp tóc thời trang",Mua 2 tặng 1 đồ dùng học tập!
CUST_2186,Trung niên (31–50),Nam,"Rượu vang, Cà phê hòa tan, Đồng hồ lịch lãm",Tích điểm gấp đôi cuối tuần!
CUST_2187,Trẻ em (0–12),Nữ,"Búp bê, Bút màu, Kẹp tóc",Giảm 10% tất cả đồ chơi hôm nay!
CUST_2188,Trung niên (31–50),Nam,"Rượu vang, Cà phê hòa tan, Đồng hồ lịch lãm",Tích điểm gấp đôi cuối tuần!
CUST_2189,Thanh niên (19–30),Nữ,"Mỹ phẩm dưỡng da, Túi xách, Trà sữa pha sẵn",Freeship khi mua từ 200k!
CUST_2190,Thanh niên (19–30),Nữ,"Mỹ phẩm dưỡng da, Túi xách, Trà sữa pha sẵn",Freeship khi mua từ 200k!
CUST_2191,Thiếu niên (13–18),Nữ,"Son dưỡng môi, Ba lô học sinh, Kẹp tóc thời trang",Mua 2 tặng 1 đồ dùng học tập!
CUST_2192,Thiếu niên (13–18),Nam,"Giày sneaker, Ba lô học sinh, Tai nghe",Mua 2 tặng 1 đồ dùng học tập!
CUST_2193,Trung niên (31–50),Nam,"Rượu vang, Cà phê hòa tan, Đồng hồ lịch lãm",Tích điểm gấp đôi cuối tuần!
CUST_2194,Thanh niên (19–30),Nữ,"Mỹ phẩm dưỡng da, Túi xách, Trà sữa pha sẵn",Freeship khi mua từ 200k!
CUST_2195,Trung niên (31–50),Nữ,"Thực phẩm chức năng, Mỹ phẩm cao cấp, Rượu vang",Tích điểm gấp đôi cuối tuần!
CUST_2196,Thanh niên (19–30),Nam,"Giày sneaker, Đồng hồ thể thao, Nước tăng lực",Freeship khi mua từ 200k!
CUST_2197,Trẻ em (0–12),Nữ,"Búp bê, Bút màu, Kẹp tóc",Giảm 10% tất cả đồ chơi hôm nay!
CUST_2198,Trung niên (31–50),Nữ,"Thực phẩm chức năng, Mỹ phẩm cao cấp, Rượu vang",Tích điểm gấp đôi cuối tuần!
CUST_2199,Trung niên (31–50),Nữ,"Thực phẩm chức năng, Mỹ phẩm cao cấp, Rượu vang",Tích điểm gấp đôi cuối tuần!
CUST_2200,Trẻ em (0–12),Nữ,"Búp bê, Bút màu, Kẹp tóc",Giảm 10% tất cả đồ chơi hôm nay!
CUST_2201,Thiếu niên (13–18),Nam,"Giày sneaker, Ba lô học sinh, Tai nghe",Mua 2 tặng 1 đồ dùng học tập!
CUST_2202,Trung niên (31–50),Nữ,"Thực phẩm chức năng, Mỹ phẩm cao cấp, Rượu vang",Tích điểm gấp đôi cuối tuần!
CUST_2203,Thiếu niên (13–18),Nữ,"Son dưỡng môi, Ba lô học sinh, Kẹp tóc thời trang",Mua 2 tặng 1 đồ dùng học tập!
CUST_2204,Cao tuổi (>50),Nữ,"Thực phẩm bổ sung canxi, Trà thảo mộc, Kem dưỡng da lão hóa",Giảm 15% thực phẩm chức năng!
CUST_2205,Thanh niên (19–30),Nữ,"Mỹ phẩm dưỡng da, Túi xách, Trà sữa pha sẵn",Freeship khi mua từ 200k!
CUST_2206,Trẻ em (0–12),Nữ,"Búp bê, Bút màu, Kẹp tóc",Giảm 10% tất cả đồ chơi hôm nay!
CUST_2207,Cao tuổi (>50),Nữ,"Thực phẩm bổ sung canxi, Trà thảo mộc, Kem dưỡng da lão hóa",Giảm 15% thực phẩm chức năng!
CUST_2208,Trẻ em (0–12),Nữ,"Búp bê, Bút màu, Kẹp tóc",Giảm 10% tất cả đồ chơi hôm nay!
CUST_2209,Thiếu niên (13–18),Nam,"Giày sneaker, Ba lô học sinh, Tai nghe",Mua 2 tặng 1 đồ dùng học tập!
CUST_2210,Cao tuổi (>50),Nữ,"Thực phẩm bổ sung canxi, Trà thảo mộc, Kem dưỡng da lão hóa",Giảm 15% thực phẩm chức năng!
CUST_2211,Trẻ em (0–12),Nam,"Đồ chơi xe hơi, Bút màu, Bánh kẹo trẻ em",Giảm 10% tất cả đồ chơi hôm nay!
CUST_2212,Trung niên (31–50),Nữ,"Thực phẩm chức năng, Mỹ phẩm cao cấp, Rượu vang",Tích điểm gấp đôi cuối tuần!
CUST_2213,Cao tuổi (>50),Nam,"Thực phẩm chức năng, Trà xanh, Gậy đi bộ",Giảm 15% thực phẩm chức năng!
CUST_2214,Thanh niên (19–30),Nam,"Giày sneaker, Đồng hồ thể thao, Nước tăng lực",Freeship khi mua từ 200k!
CUST_2215,Trẻ em (0–12),Nữ,"Búp bê, Bút màu, Kẹp tóc",Giảm 10% tất cả đồ chơi hôm nay!
CUST_2216,Thanh niên (19–30),Nam,"Giày sneaker, Đồng hồ thể thao, Nước tăng lực",Freeship khi mua từ 200k!
CUST_2217,Trung niên (31–50),Nam,"Rượu vang, Cà phê hòa tan, Đồng hồ lịch lãm",Tích điểm gấp đôi cuối tuần!
CUST_2218,Trung niên (31–50),Nữ,"Thực phẩm chức năng, Mỹ phẩm cao cấp, Rượu vang",Tích điểm gấp đôi cuối tuần!
CUST_2219,Cao tuổi (>50),Nam,"Thực phẩm chức năng, Trà xanh, Gậy đi bộ",Giảm 15% thực phẩm chức năng!
CUST_2220,Trẻ em (0–12),Nam,"Đồ chơi xe hơi, Bút màu, Bánh kẹo trẻ em",Giảm 10% tất cả đồ chơi hôm nay!
CUST_2221,Trung niên (31–50),Nam,"Rượu vang, Cà phê hòa tan, Đồng hồ lịch lãm",Tích điểm gấp đôi cuối tuần!
CUST_2222,Trung niên (31–50),Nam,"Rượu vang, Cà phê hòa tan, Đồng hồ lịch lãm",Tích điểm gấp đôi cuối tuần!
CUST_2223,Thiếu niên (13–18),Nữ,"Son dưỡng môi, Ba lô học sinh, Kẹp tóc thời trang",Mua 2 tặng 1 đồ dùng học tập!
CUST_2224,Thanh niên (19–30),Nam,"Giày sneaker, Đồng hồ thể thao, Nước tăng lực",Freeship khi mua từ 200k!
CUST_2225,Thanh niên (19–30),Nam,"Giày sneaker, Đồng hồ thể thao, Nước tăng lực",Freeship khi mua từ 200k!
CUST_2226,Thanh niên (19–30),Nữ,"Mỹ phẩm dưỡng da, Túi xách, Trà sữa pha sẵn",Freeship khi mua từ 200k!
CUST_2227,Trẻ em (0–12),Nữ,"Búp bê, Bút màu, Kẹp tóc",Giảm 10% tất cả đồ chơi hôm nay!
CUST_2228,Thanh niên (19–30),Nam,"Giày sneaker, Đồng hồ thể thao, Nước tăng lực",Freeship khi mua từ 200k!
CUST_2229,Thiếu niên (13–18),Nam,"Giày sneaker, Ba lô học sinh, Tai nghe",Mua 2 tặng 1 đồ dùng học tập!
CUST_2230,Thanh niên (19–30),Nữ,"Mỹ phẩm dưỡng da, Túi xách, Trà sữa pha sẵn",Freeship khi mua từ 200k!
CUST_2231,Cao tuổi (>50),Nam,"Thực phẩm chức năng, Trà xanh, Gậy đi bộ",Giảm 15% thực phẩm chức năng!
CUST_2232,Trung niên (31–50),Nam,"Rượu vang, Cà phê hòa tan, Đồng hồ lịch lãm",Tích điểm gấp đôi cuối tuần!
CUST_2233,Cao tuổi (>50),Nữ,"Thực phẩm bổ sung canxi, Trà thảo mộc, Kem dưỡng da lão hóa",Giảm 15% thực phẩm chức năng!
CUST_2234,Trẻ em (0–12),Nữ,"Búp bê, Bút màu, Kẹp tóc",Giảm 10% tất cả đồ chơi hôm nay!
CUST_2235,Cao tuổi (>50),Nam,"Thực phẩm chức năng, Trà xanh, Gậy đi bộ",Giảm 15% thực phẩm chức năng!
CUST_2236,Trẻ em (0–12),Nữ,"Búp bê, Bút màu, Kẹp tóc",Giảm 10% tất cả đồ chơi hôm nay!
CUST_2237,Trẻ em (0–12),Nam,"Đồ chơi xe hơi, Bút màu, Bánh kẹo trẻ em",Giảm 10% tất cả đồ chơi hôm nay!
CUST_2238,Thiếu niên (13–18),Nam,"Giày sneaker, Ba lô học sinh, Tai nghe",Mua 2 tặng 1 đồ dùng học tập!
CUST_2239,Trẻ em (0–12),Nam,"Đồ chơi xe hơi, Bút màu, Bánh kẹo trẻ em",Giảm 10% tất cả đồ chơi hôm nay!
CUST_2240,Thanh niên (19–30),Nữ,"Mỹ phẩm dưỡng da, Túi xách, Trà sữa pha sẵn",Freeship khi mua từ 200k!
CUST_2241,Trung niên (31–50),Nữ,"Thực phẩm chức năng, Mỹ phẩm cao cấp, Rượu vang",Tích điểm gấp đôi cuối tuần!
CUST_2242,Thiếu niên (13–18),Nữ,"Son dưỡng môi, Ba lô học sinh, Kẹp tóc thời trang",Mua 2 tặng 1 đồ dùng học tập!
CUST_2243,Trung niên (31–50),Nữ,"Thực phẩm chức năng, Mỹ phẩm cao cấp, Rượu vang",Tích điểm gấp đôi cuối tuần!
CUST_2244,Thiếu niên (13–18),Nam,"Giày sneaker, Ba lô học sinh, Tai nghe",Mua 2 tặng 1 đồ dùng học tập!
CUST_2245,Trẻ em (0–12),Nam,"Đồ chơi xe hơi, Bút màu, Bánh kẹo trẻ em",Giảm 10% tất cả đồ chơi hôm nay!
CUST_2246,Thanh niên (19–30),Nữ,"Mỹ phẩm dưỡng da, Túi xách, Trà sữa pha sẵn",Freeship khi mua từ 200k!
CUST_2247,Trẻ em (0–12),Nữ,"Búp bê, Bút màu, Kẹp tóc",Giảm 10% tất cả đồ chơi hôm nay!
CUST_2248,Trung niên (31–50),Nữ,"Thực phẩm chức năng, Mỹ phẩm cao cấp, Rượu vang",Tích điểm gấp đôi cuối tuần!
CUST_2249,Cao tuổi (>50),Nam,"Thực phẩm chức năng, Trà xanh, Gậy đi bộ",Giảm 15% thực phẩm chức năng!
CUST_2250,Trung niên (31–50),Nam,"Rượu vang, Cà phê hòa tan, Đồng hồ lịch lãm",Tích điểm gấp đôi cuối tuần!
CUST_2251,Thanh niên (19–30),Nam,"Giày sneaker, Đồng hồ thể thao, Nước tăng lực",Freeship khi mua từ 200k!
CUST_2252,Cao tuổi (>50),Nữ,"Thực phẩm bổ sung canxi, Trà thảo mộc, Kem dưỡng da lão hóa",Giảm 15% thực phẩm chức năng!
CUST_2253,Cao tuổi (>50),Nam,"Thực phẩm chức năng, Trà xanh, Gậy đi bộ",Giảm 15% thực phẩm chức năng!
CUST_2254,Thiếu niên (13–18),Nam,"Giày sneaker, Ba lô học sinh, Tai nghe",Mua 2 tặng 1 đồ dùng học tập!
