Transaction_ID,Customer_ID,Product_Name,Shelf_Location,Price_VND
TRANS_05390,CUST_2720,Giày sneaker,Kệ E1,1743000
TRANS_05391,CUST_2720,Tai nghe,Kệ G3,1947000
TRANS_05392,CUST_2721,Trà sữa pha sẵn,Kệ J3,602000
TRANS_05393,CUST_2722,Trà sữa pha sẵn,Kệ J3,1995000
TRANS_05394,CUST_2722,Túi xách,Kệ L2,1986000
TRANS_05395,CUST_2723,Mỹ phẩm cao cấp,Kệ K2,698000
TRANS_05396,CUST_2723,Rượu vang,Kệ M1,618000
TRANS_05397,CUST_2724,Ba lô học sinh,Kệ F2,856000
TRANS_05398,CUST_2725,Kem dưỡng da lão hóa,Kệ K3,981000
TRANS_05399,CUST_2726,Ba lô học sinh,Kệ F2,1150000
TRANS_05400,CUST_2726,Tai nghe,Kệ G3,1605000
TRANS_05401,CUST_2726,Giày sneaker,Kệ E1,1560000
TRANS_05402,CUST_2727,Trà xanh,Kệ N3,705000
TRANS_05403,CUST_2727,Thực phẩm chức năng,Kệ O1,929000
TRANS_05404,CUST_2728,Ba lô học sinh,Kệ F2,1668000
TRANS_05405,CUST_2729,Túi xách,Kệ L2,1893000
TRANS_05406,CUST_2729,Mỹ phẩm dưỡng da,Kệ K1,56000
TRANS_05407,CUST_2730,Bút màu,Kệ B3,228000
TRANS_05408,CUST_2731,Đồng hồ lịch lãm,Kệ I2,1617000
TRANS_05409,CUST_2731,Rượu vang,Kệ M1,863000
TRANS_05410,CUST_2731,Cà phê hòa tan,Kệ N2,596000
TRANS_05411,CUST_2732,Tai nghe,Kệ G3,1356000
TRANS_05412,CUST_2733,Son dưỡng môi,Kệ H1,367000
TRANS_05413,CUST_2733,Ba lô học sinh,Kệ F2,1146000
TRANS_05414,CUST_2733,Kẹp tóc thời trang,Kệ D2,958000
TRANS_05415,CUST_2734,Búp bê,Kệ A2,1280000
TRANS_05416,CUST_2735,Nước tăng lực,Kệ J2,1550000
TRANS_05417,CUST_2735,Giày sneaker,Kệ E1,179000
TRANS_05418,CUST_2735,Đồng hồ thể thao,Kệ I1,1524000
TRANS_05419,CUST_2736,Rượu vang,Kệ M1,1987000
TRANS_05420,CUST_2736,Cà phê hòa tan,Kệ N2,1206000
TRANS_05421,CUST_2737,Bút màu,Kệ B3,400000
TRANS_05422,CUST_2737,Kẹp tóc,Kệ D1,105000
TRANS_05423,CUST_2738,Kẹp tóc thời trang,Kệ D2,1290000
TRANS_05424,CUST_2738,Ba lô học sinh,Kệ F2,1735000
TRANS_05425,CUST_2739,Đồng hồ thể thao,Kệ I1,596000
TRANS_05426,CUST_2740,Bút màu,Kệ B3,1366000
TRANS_05427,CUST_2741,Thực phẩm chức năng,Kệ O1,1419000
TRANS_05428,CUST_2741,Trà xanh,Kệ N3,1620000
TRANS_05429,CUST_2742,Trà xanh,Kệ N3,37000
TRANS_05430,CUST_2742,Thực phẩm chức năng,Kệ O1,306000
TRANS_05431,CUST_2743,Nước tăng lực,Kệ J2,772000
TRANS_05432,CUST_2743,Đồng hồ thể thao,Kệ I1,234000
TRANS_05433,CUST_2743,Giày sneaker,Kệ E1,153000
TRANS_05434,CUST_2744,Tai nghe,Kệ G3,834000
TRANS_05435,CUST_2744,Giày sneaker,Kệ E1,1415000
TRANS_05436,CUST_2744,Ba lô học sinh,Kệ F2,1575000
TRANS_05437,CUST_2745,Thực phẩm chức năng,Kệ O1,327000
TRANS_05438,CUST_2745,Trà xanh,Kệ N3,821000
TRANS_05439,CUST_2745,Gậy đi bộ,Kệ P1,1742000
TRANS_05440,CUST_2746,Bánh kẹo trẻ em,Kệ C2,298000
TRANS_05441,CUST_2746,Bút màu,Kệ B3,1558000
TRANS_05442,CUST_2747,Đồ chơi xe hơi,Kệ A1,354000
TRANS_05443,CUST_2747,Bánh kẹo trẻ em,Kệ C2,375000
TRANS_05444,CUST_2748,Kẹp tóc thời trang,Kệ D2,1235000
TRANS_05445,CUST_2748,Son dưỡng môi,Kệ H1,654000
TRANS_05446,CUST_2749,Trà thảo mộc,Kệ N4,632000
TRANS_05447,CUST_2750,Trà thảo mộc,Kệ N4,1183000
TRANS_05448,CUST_2750,Thực phẩm bổ sung canxi,Kệ O2,1040000
TRANS_05449,CUST_2751,Thực phẩm chức năng,Kệ O1,438000
TRANS_05450,CUST_2751,Trà xanh,Kệ N3,1561000
TRANS_05451,CUST_2751,Gậy đi bộ,Kệ P1,701000
TRANS_05452,CUST_2752,Mỹ phẩm cao cấp,Kệ K2,921000
TRANS_05453,CUST_2752,Thực phẩm chức năng,Kệ O1,1343000
TRANS_05454,CUST_2753,Thực phẩm chức năng,Kệ O1,1327000
TRANS_05455,CUST_2754,Rượu vang,Kệ M1,253000
TRANS_05456,CUST_2754,Mỹ phẩm cao cấp,Kệ K2,1226000
TRANS_05457,CUST_2754,Thực phẩm chức năng,Kệ O1,1977000
TRANS_05458,CUST_2755,Bút màu,Kệ B3,926000
TRANS_05459,CUST_2755,Đồ chơi xe hơi,Kệ A1,315000
TRANS_05460,CUST_2756,Đồ chơi xe hơi,Kệ A1,84000
TRANS_05461,CUST_2756,Bánh kẹo trẻ em,Kệ C2,634000
TRANS_05462,CUST_2757,Bút màu,Kệ B3,1285000
TRANS_05463,CUST_2757,Búp bê,Kệ A2,388000
TRANS_05464,CUST_2757,Kẹp tóc,Kệ D1,340000
TRANS_05465,CUST_2758,Đồng hồ thể thao,Kệ I1,1869000
TRANS_05466,CUST_2758,Giày sneaker,Kệ E1,72000
TRANS_05467,CUST_2758,Nước tăng lực,Kệ J2,1095000
TRANS_05468,CUST_2759,Đồng hồ thể thao,Kệ I1,996000
TRANS_05469,CUST_2760,Bánh kẹo trẻ em,Kệ C2,515000
TRANS_05470,CUST_2760,Đồ chơi xe hơi,Kệ A1,550000
TRANS_05471,CUST_2760,Bút màu,Kệ B3,1434000
TRANS_05472,CUST_2761,Bút màu,Kệ B3,1788000
TRANS_05473,CUST_2762,Son dưỡng môi,Kệ H1,1673000
TRANS_05474,CUST_2762,Kẹp tóc thời trang,Kệ D2,1260000
TRANS_05475,CUST_2762,Ba lô học sinh,Kệ F2,1959000
TRANS_05476,CUST_2763,Nước tăng lực,Kệ J2,1428000
TRANS_05477,CUST_2763,Giày sneaker,Kệ E1,196000
TRANS_05478,CUST_2764,Búp bê,Kệ A2,1808000
TRANS_05479,CUST_2765,Kẹp tóc,Kệ D1,1299000
TRANS_05480,CUST_2766,Giày sneaker,Kệ E1,1865000
TRANS_05481,CUST_2766,Tai nghe,Kệ G3,1737000
TRANS_05482,CUST_2767,Mỹ phẩm cao cấp,Kệ K2,484000
TRANS_05483,CUST_2767,Rượu vang,Kệ M1,1104000
TRANS_05484,CUST_2768,Trà xanh,Kệ N3,1797000
TRANS_05485,CUST_2768,Gậy đi bộ,Kệ P1,533000
TRANS_05486,CUST_2769,Đồng hồ thể thao,Kệ I1,1958000
TRANS_05487,CUST_2770,Tai nghe,Kệ G3,49000
TRANS_05488,CUST_2770,Ba lô học sinh,Kệ F2,232000
TRANS_05489,CUST_2771,Kẹp tóc,Kệ D1,1741000
TRANS_05490,CUST_2771,Búp bê,Kệ A2,881000
TRANS_05491,CUST_2771,Bút màu,Kệ B3,1618000
TRANS_05492,CUST_2772,Bút màu,Kệ B3,560000
TRANS_05493,CUST_2772,Bánh kẹo trẻ em,Kệ C2,1556000
TRANS_05494,CUST_2772,Đồ chơi xe hơi,Kệ A1,1264000
TRANS_05495,CUST_2773,Thực phẩm bổ sung canxi,Kệ O2,420000
TRANS_05496,CUST_2773,Trà thảo mộc,Kệ N4,437000
TRANS_05497,CUST_2774,Bút màu,Kệ B3,1101000
TRANS_05498,CUST_2774,Kẹp tóc,Kệ D1,1257000
TRANS_05499,CUST_2774,Búp bê,Kệ A2,1987000
TRANS_05500,CUST_2775,Kem dưỡng da lão hóa,Kệ K3,1623000
TRANS_05501,CUST_2775,Trà thảo mộc,Kệ N4,704000
TRANS_05502,CUST_2775,Thực phẩm bổ sung canxi,Kệ O2,598000
TRANS_05503,CUST_2776,Bút màu,Kệ B3,1937000
TRANS_05504,CUST_2776,Búp bê,Kệ A2,816000
TRANS_05505,CUST_2776,Kẹp tóc,Kệ D1,696000
TRANS_05506,CUST_2777,Thực phẩm bổ sung canxi,Kệ O2,659000
TRANS_05507,CUST_2777,Kem dưỡng da lão hóa,Kệ K3,953000
TRANS_05508,CUST_2778,Thực phẩm bổ sung canxi,Kệ O2,1673000
TRANS_05509,CUST_2778,Kem dưỡng da lão hóa,Kệ K3,1550000
TRANS_05510,CUST_2779,Kẹp tóc thời trang,Kệ D2,264000
TRANS_05511,CUST_2779,Ba lô học sinh,Kệ F2,1807000
TRANS_05512,CUST_2780,Thực phẩm chức năng,Kệ O1,898000
TRANS_05513,CUST_2780,Gậy đi bộ,Kệ P1,21000
TRANS_05514,CUST_2780,Trà xanh,Kệ N3,1216000
TRANS_05515,CUST_2781,Rượu vang,Kệ M1,1506000
TRANS_05516,CUST_2782,Kem dưỡng da lão hóa,Kệ K3,980000
TRANS_05517,CUST_2783,Ba lô học sinh,Kệ F2,101000
TRANS_05518,CUST_2784,Đồng hồ thể thao,Kệ I1,1474000
TRANS_05519,CUST_2784,Giày sneaker,Kệ E1,1242000
TRANS_05520,CUST_2785,Giày sneaker,Kệ E1,716000
TRANS_05521,CUST_2785,Tai nghe,Kệ G3,195000
TRANS_05522,CUST_2785,Ba lô học sinh,Kệ F2,1740000
TRANS_05523,CUST_2786,Thực phẩm chức năng,Kệ O1,1170000
TRANS_05524,CUST_2786,Gậy đi bộ,Kệ P1,1170000
TRANS_05525,CUST_2787,Giày sneaker,Kệ E1,515000
TRANS_05526,CUST_2788,Thực phẩm chức năng,Kệ O1,1830000
TRANS_05527,CUST_2788,Mỹ phẩm cao cấp,Kệ K2,1318000
TRANS_05528,CUST_2789,Gậy đi bộ,Kệ P1,955000
TRANS_05529,CUST_2789,Trà xanh,Kệ N3,1844000
TRANS_05530,CUST_2790,Đồ chơi xe hơi,Kệ A1,293000
TRANS_05531,CUST_2790,Bánh kẹo trẻ em,Kệ C2,1122000
TRANS_05532,CUST_2790,Bút màu,Kệ B3,822000
TRANS_05533,CUST_2791,Rượu vang,Kệ M1,1670000
TRANS_05534,CUST_2792,Son dưỡng môi,Kệ H1,1782000
TRANS_05535,CUST_2792,Kẹp tóc thời trang,Kệ D2,1007000
TRANS_05536,CUST_2792,Ba lô học sinh,Kệ F2,1591000
TRANS_05537,CUST_2793,Bút màu,Kệ B3,551000
TRANS_05538,CUST_2793,Bánh kẹo trẻ em,Kệ C2,133000
TRANS_05539,CUST_2794,Tai nghe,Kệ G3,49000
TRANS_05540,CUST_2794,Giày sneaker,Kệ E1,1845000
TRANS_05541,CUST_2794,Ba lô học sinh,Kệ F2,747000
TRANS_05542,CUST_2795,Rượu vang,Kệ M1,260000
TRANS_05543,CUST_2795,Thực phẩm chức năng,Kệ O1,1196000
TRANS_05544,CUST_2796,Giày sneaker,Kệ E1,1262000
TRANS_05545,CUST_2797,Thực phẩm chức năng,Kệ O1,1234000
TRANS_05546,CUST_2798,Rượu vang,Kệ M1,505000
TRANS_05547,CUST_2798,Mỹ phẩm cao cấp,Kệ K2,847000
TRANS_05548,CUST_2799,Đồ chơi xe hơi,Kệ A1,78000
TRANS_05549,CUST_2799,Bút màu,Kệ B3,1991000
TRANS_05550,CUST_2799,Bánh kẹo trẻ em,Kệ C2,455000
TRANS_05551,CUST_2800,Túi xách,Kệ L2,404000
TRANS_05552,CUST_2800,Mỹ phẩm dưỡng da,Kệ K1,1935000
TRANS_05553,CUST_2800,Trà sữa pha sẵn,Kệ J3,1351000
TRANS_05554,CUST_2801,Cà phê hòa tan,Kệ N2,203000
TRANS_05555,CUST_2802,Ba lô học sinh,Kệ F2,46000
TRANS_05556,CUST_2802,Kẹp tóc thời trang,Kệ D2,839000
TRANS_05557,CUST_2803,Đồ chơi xe hơi,Kệ A1,1064000
TRANS_05558,CUST_2804,Đồng hồ thể thao,Kệ I1,38000
TRANS_05559,CUST_2804,Nước tăng lực,Kệ J2,1284000
TRANS_05560,CUST_2805,Đồ chơi xe hơi,Kệ A1,1593000
TRANS_05561,CUST_2806,Kẹp tóc,Kệ D1,279000
TRANS_05562,CUST_2806,Bút màu,Kệ B3,24000
TRANS_05563,CUST_2807,Nước tăng lực,Kệ J2,85000
TRANS_05564,CUST_2807,Giày sneaker,Kệ E1,648000
TRANS_05565,CUST_2807,Đồng hồ thể thao,Kệ I1,1593000
TRANS_05566,CUST_2808,Kem dưỡng da lão hóa,Kệ K3,1203000
TRANS_05567,CUST_2809,Gậy đi bộ,Kệ P1,1839000
TRANS_05568,CUST_2809,Trà xanh,Kệ N3,1759000
TRANS_05569,CUST_2809,Thực phẩm chức năng,Kệ O1,124000
TRANS_05570,CUST_2810,Bánh kẹo trẻ em,Kệ C2,507000
TRANS_05571,CUST_2810,Đồ chơi xe hơi,Kệ A1,422000
TRANS_05572,CUST_2810,Bút màu,Kệ B3,1407000
TRANS_05573,CUST_2811,Nước tăng lực,Kệ J2,1610000
TRANS_05574,CUST_2812,Giày sneaker,Kệ E1,964000
TRANS_05575,CUST_2812,Nước tăng lực,Kệ J2,771000
TRANS_05576,CUST_2813,Ba lô học sinh,Kệ F2,1388000
TRANS_05577,CUST_2813,Giày sneaker,Kệ E1,1325000
TRANS_05578,CUST_2813,Tai nghe,Kệ G3,1798000
TRANS_05579,CUST_2814,Nước tăng lực,Kệ J2,1499000
TRANS_05580,CUST_2815,Trà xanh,Kệ N3,1272000
TRANS_05581,CUST_2816,Kem dưỡng da lão hóa,Kệ K3,858000
TRANS_05582,CUST_2816,Thực phẩm bổ sung canxi,Kệ O2,77000
TRANS_05583,CUST_2817,Trà thảo mộc,Kệ N4,179000
TRANS_05584,CUST_2818,Rượu vang,Kệ M1,1183000
TRANS_05585,CUST_2818,Đồng hồ lịch lãm,Kệ I2,617000
TRANS_05586,CUST_2819,Rượu vang,Kệ M1,1673000
TRANS_05587,CUST_2820,Thực phẩm bổ sung canxi,Kệ O2,1256000
TRANS_05588,CUST_2820,Kem dưỡng da lão hóa,Kệ K3,1749000
TRANS_05589,CUST_2821,Bút màu,Kệ B3,524000
TRANS_05590,CUST_2821,Đồ chơi xe hơi,Kệ A1,729000
TRANS_05591,CUST_2821,Bánh kẹo trẻ em,Kệ C2,605000
TRANS_05592,CUST_2822,Bút màu,Kệ B3,385000
TRANS_05593,CUST_2822,Búp bê,Kệ A2,1793000
TRANS_05594,CUST_2822,Kẹp tóc,Kệ D1,1092000
TRANS_05595,CUST_2823,Thực phẩm chức năng,Kệ O1,1082000
TRANS_05596,CUST_2824,Bút màu,Kệ B3,1536000
TRANS_05597,CUST_2825,Bánh kẹo trẻ em,Kệ C2,1049000
TRANS_05598,CUST_2825,Bút màu,Kệ B3,1503000
TRANS_05599,CUST_2826,Bánh kẹo trẻ em,Kệ C2,45000
TRANS_05600,CUST_2827,Đồng hồ thể thao,Kệ I1,1297000
TRANS_05601,CUST_2828,Gậy đi bộ,Kệ P1,552000
TRANS_05602,CUST_2828,Trà xanh,Kệ N3,468000
TRANS_05603,CUST_2829,Kẹp tóc thời trang,Kệ D2,478000
TRANS_05604,CUST_2829,Ba lô học sinh,Kệ F2,73000
TRANS_05605,CUST_2830,Mỹ phẩm dưỡng da,Kệ K1,1156000
TRANS_05606,CUST_2831,Gậy đi bộ,Kệ P1,1754000
TRANS_05607,CUST_2831,Thực phẩm chức năng,Kệ O1,637000
TRANS_05608,CUST_2831,Trà xanh,Kệ N3,1184000
TRANS_05609,CUST_2832,Tai nghe,Kệ G3,1291000
TRANS_05610,CUST_2832,Ba lô học sinh,Kệ F2,935000
TRANS_05611,CUST_2833,Trà thảo mộc,Kệ N4,1863000
TRANS_05612,CUST_2833,Kem dưỡng da lão hóa,Kệ K3,226000
TRANS_05613,CUST_2833,Thực phẩm bổ sung canxi,Kệ O2,170000
TRANS_05614,CUST_2834,Nước tăng lực,Kệ J2,737000
TRANS_05615,CUST_2835,Mỹ phẩm dưỡng da,Kệ K1,59000
TRANS_05616,CUST_2835,Trà sữa pha sẵn,Kệ J3,1343000
TRANS_05617,CUST_2836,Gậy đi bộ,Kệ P1,932000
TRANS_05618,CUST_2836,Trà xanh,Kệ N3,666000
TRANS_05619,CUST_2837,Thực phẩm chức năng,Kệ O1,1345000
TRANS_05620,CUST_2838,Mỹ phẩm dưỡng da,Kệ K1,1705000
TRANS_05621,CUST_2839,Son dưỡng môi,Kệ H1,1411000
TRANS_05622,CUST_2840,Thực phẩm chức năng,Kệ O1,1828000
TRANS_05623,CUST_2841,Kem dưỡng da lão hóa,Kệ K3,1684000
TRANS_05624,CUST_2841,Trà thảo mộc,Kệ N4,535000
TRANS_05625,CUST_2842,Thực phẩm bổ sung canxi,Kệ O2,743000
TRANS_05626,CUST_2842,Kem dưỡng da lão hóa,Kệ K3,1202000
TRANS_05627,CUST_2842,Trà thảo mộc,Kệ N4,1826000
TRANS_05628,CUST_2843,Giày sneaker,Kệ E1,365000
TRANS_05629,CUST_2843,Tai nghe,Kệ G3,1397000
TRANS_05630,CUST_2843,Ba lô học sinh,Kệ F2,119000
TRANS_05631,CUST_2844,Thực phẩm bổ sung canxi,Kệ O2,1676000
TRANS_05632,CUST_2845,Đồng hồ thể thao,Kệ I1,1691000
TRANS_05633,CUST_2845,Giày sneaker,Kệ E1,1669000
TRANS_05634,CUST_2845,Nước tăng lực,Kệ J2,769000
TRANS_05635,CUST_2846,Giày sneaker,Kệ E1,1999000
TRANS_05636,CUST_2846,Đồng hồ thể thao,Kệ I1,1725000
TRANS_05637,CUST_2846,Nước tăng lực,Kệ J2,278000
TRANS_05638,CUST_2847,Mỹ phẩm cao cấp,Kệ K2,1198000
TRANS_05639,CUST_2848,Cà phê hòa tan,Kệ N2,1124000
TRANS_05640,CUST_2849,Kem dưỡng da lão hóa,Kệ K3,81000
TRANS_05641,CUST_2850,Bút màu,Kệ B3,66000
TRANS_05642,CUST_2850,Búp bê,Kệ A2,784000
TRANS_05643,CUST_2851,Kẹp tóc,Kệ D1,582000
TRANS_05644,CUST_2851,Bút màu,Kệ B3,1159000
TRANS_05645,CUST_2852,Thực phẩm bổ sung canxi,Kệ O2,1988000
TRANS_05646,CUST_2852,Trà thảo mộc,Kệ N4,1267000
TRANS_05647,CUST_2852,Kem dưỡng da lão hóa,Kệ K3,1701000
TRANS_05648,CUST_2853,Thực phẩm chức năng,Kệ O1,168000
TRANS_05649,CUST_2853,Mỹ phẩm cao cấp,Kệ K2,38000
TRANS_05650,CUST_2853,Rượu vang,Kệ M1,1347000
TRANS_05651,CUST_2854,Kem dưỡng da lão hóa,Kệ K3,512000
TRANS_05652,CUST_2854,Trà thảo mộc,Kệ N4,1858000
TRANS_05653,CUST_2855,Kẹp tóc,Kệ D1,491000
TRANS_05654,CUST_2856,Son dưỡng môi,Kệ H1,614000
TRANS_05655,CUST_2857,Thực phẩm chức năng,Kệ O1,870000
TRANS_05656,CUST_2858,Giày sneaker,Kệ E1,607000
TRANS_05657,CUST_2858,Tai nghe,Kệ G3,679000
TRANS_05658,CUST_2858,Ba lô học sinh,Kệ F2,705000
TRANS_05659,CUST_2859,Trà thảo mộc,Kệ N4,708000
TRANS_05660,CUST_2859,Kem dưỡng da lão hóa,Kệ K3,1420000
TRANS_05661,CUST_2859,Thực phẩm bổ sung canxi,Kệ O2,128000
TRANS_05662,CUST_2860,Nước tăng lực,Kệ J2,733000
TRANS_05663,CUST_2860,Giày sneaker,Kệ E1,773000
TRANS_05664,CUST_2861,Trà sữa pha sẵn,Kệ J3,583000
TRANS_05665,CUST_2862,Mỹ phẩm cao cấp,Kệ K2,1580000
TRANS_05666,CUST_2862,Thực phẩm chức năng,Kệ O1,995000
TRANS_05667,CUST_2862,Rượu vang,Kệ M1,1216000
TRANS_05668,CUST_2863,Son dưỡng môi,Kệ H1,178000
TRANS_05669,CUST_2864,Cà phê hòa tan,Kệ N2,970000
TRANS_05670,CUST_2864,Rượu vang,Kệ M1,1300000
TRANS_05671,CUST_2865,Thực phẩm chức năng,Kệ O1,1598000
TRANS_05672,CUST_2866,Mỹ phẩm cao cấp,Kệ K2,871000
TRANS_05673,CUST_2866,Rượu vang,Kệ M1,847000
TRANS_05674,CUST_2867,Son dưỡng môi,Kệ H1,277000
TRANS_05675,CUST_2868,Bút màu,Kệ B3,1877000
TRANS_05676,CUST_2868,Bánh kẹo trẻ em,Kệ C2,94000
TRANS_05677,CUST_2868,Đồ chơi xe hơi,Kệ A1,753000
TRANS_05678,CUST_2869,Trà thảo mộc,Kệ N4,312000
TRANS_05679,CUST_2870,Gậy đi bộ,Kệ P1,1922000
TRANS_05680,CUST_2870,Thực phẩm chức năng,Kệ O1,348000
TRANS_05681,CUST_2870,Trà xanh,Kệ N3,1090000
TRANS_05682,CUST_2871,Giày sneaker,Kệ E1,1335000
TRANS_05683,CUST_2871,Nước tăng lực,Kệ J2,1883000
TRANS_05684,CUST_2871,Đồng hồ thể thao,Kệ I1,1023000
TRANS_05685,CUST_2872,Giày sneaker,Kệ E1,781000
TRANS_05686,CUST_2872,Nước tăng lực,Kệ J2,1436000
TRANS_05687,CUST_2873,Nước tăng lực,Kệ J2,1205000
TRANS_05688,CUST_2874,Rượu vang,Kệ M1,804000
TRANS_05689,CUST_2874,Thực phẩm chức năng,Kệ O1,793000
TRANS_05690,CUST_2874,Mỹ phẩm cao cấp,Kệ K2,173000
TRANS_05691,CUST_2875,Ba lô học sinh,Kệ F2,1953000
TRANS_05692,CUST_2876,Trà thảo mộc,Kệ N4,811000
TRANS_05693,CUST_2876,Kem dưỡng da lão hóa,Kệ K3,548000
TRANS_05694,CUST_2876,Thực phẩm bổ sung canxi,Kệ O2,1379000
TRANS_05695,CUST_2877,Rượu vang,Kệ M1,1116000
TRANS_05696,CUST_2877,Mỹ phẩm cao cấp,Kệ K2,878000
TRANS_05697,CUST_2877,Thực phẩm chức năng,Kệ O1,629000
TRANS_05698,CUST_2878,Trà thảo mộc,Kệ N4,781000
TRANS_05699,CUST_2878,Thực phẩm bổ sung canxi,Kệ O2,175000
TRANS_05700,CUST_2879,Kẹp tóc,Kệ D1,1650000
TRANS_05701,CUST_2879,Búp bê,Kệ A2,32000
TRANS_05702,CUST_2879,Bút màu,Kệ B3,242000
TRANS_05703,CUST_2880,Trà thảo mộc,Kệ N4,1342000
TRANS_05704,CUST_2880,Thực phẩm bổ sung canxi,Kệ O2,1011000
TRANS_05705,CUST_2881,Ba lô học sinh,Kệ F2,1976000
TRANS_05706,CUST_2882,Tai nghe,Kệ G3,1781000
TRANS_05707,CUST_2882,Ba lô học sinh,Kệ F2,893000
TRANS_05708,CUST_2883,Mỹ phẩm dưỡng da,Kệ K1,930000
TRANS_05709,CUST_2883,Trà sữa pha sẵn,Kệ J3,1974000
TRANS_05710,CUST_2883,Túi xách,Kệ L2,549000
TRANS_05711,CUST_2884,Trà thảo mộc,Kệ N4,1720000
TRANS_05712,CUST_2885,Đồ chơi xe hơi,Kệ A1,780000
TRANS_05713,CUST_2885,Bút màu,Kệ B3,682000
TRANS_05714,CUST_2885,Bánh kẹo trẻ em,Kệ C2,1692000
TRANS_05715,CUST_2886,Bánh kẹo trẻ em,Kệ C2,1046000
TRANS_05716,CUST_2886,Đồ chơi xe hơi,Kệ A1,422000
TRANS_05717,CUST_2886,Bút màu,Kệ B3,1645000
TRANS_05718,CUST_2887,Kẹp tóc thời trang,Kệ D2,592000
TRANS_05719,CUST_2887,Ba lô học sinh,Kệ F2,301000
TRANS_05720,CUST_2888,Rượu vang,Kệ M1,376000
TRANS_05721,CUST_2888,Đồng hồ lịch lãm,Kệ I2,962000
TRANS_05722,CUST_2889,Son dưỡng môi,Kệ H1,1808000
TRANS_05723,CUST_2889,Ba lô học sinh,Kệ F2,989000
TRANS_05724,CUST_2889,Kẹp tóc thời trang,Kệ D2,412000
TRANS_05725,CUST_2890,Trà thảo mộc,Kệ N4,977000
TRANS_05726,CUST_2890,Kem dưỡng da lão hóa,Kệ K3,1794000
TRANS_05727,CUST_2891,Đồng hồ lịch lãm,Kệ I2,1140000
TRANS_05728,CUST_2891,Cà phê hòa tan,Kệ N2,1977000
TRANS_05729,CUST_2891,Rượu vang,Kệ M1,1522000
TRANS_05730,CUST_2892,Gậy đi bộ,Kệ P1,1498000
TRANS_05731,CUST_2892,Trà xanh,Kệ N3,1472000
TRANS_05732,CUST_2893,Búp bê,Kệ A2,1202000
TRANS_05733,CUST_2893,Bút màu,Kệ B3,1343000
TRANS_05734,CUST_2893,Kẹp tóc,Kệ D1,952000
TRANS_05735,CUST_2894,Túi xách,Kệ L2,384000
TRANS_05736,CUST_2894,Trà sữa pha sẵn,Kệ J3,1313000
TRANS_05737,CUST_2894,Mỹ phẩm dưỡng da,Kệ K1,1025000
TRANS_05738,CUST_2895,Giày sneaker,Kệ E1,621000
TRANS_05739,CUST_2896,Mỹ phẩm dưỡng da,Kệ K1,682000
TRANS_05740,CUST_2897,Giày sneaker,Kệ E1,951000
TRANS_05741,CUST_2897,Nước tăng lực,Kệ J2,1828000
TRANS_05742,CUST_2898,Thực phẩm chức năng,Kệ O1,1100000
TRANS_05743,CUST_2899,Mỹ phẩm cao cấp,Kệ K2,933000
TRANS_05744,CUST_2900,Giày sneaker,Kệ E1,1101000
TRANS_05745,CUST_2900,Tai nghe,Kệ G3,1607000
TRANS_05746,CUST_2901,Túi xách,Kệ L2,1261000
TRANS_05747,CUST_2901,Mỹ phẩm dưỡng da,Kệ K1,1663000
TRANS_05748,CUST_2902,Trà sữa pha sẵn,Kệ J3,587000
TRANS_05749,CUST_2903,Son dưỡng môi,Kệ H1,140000
TRANS_05750,CUST_2904,Ba lô học sinh,Kệ F2,1792000
TRANS_05751,CUST_2904,Giày sneaker,Kệ E1,1984000
TRANS_05752,CUST_2905,Trà thảo mộc,Kệ N4,1311000
TRANS_05753,CUST_2905,Kem dưỡng da lão hóa,Kệ K3,677000
TRANS_05754,CUST_2906,Ba lô học sinh,Kệ F2,564000
TRANS_05755,CUST_2906,Son dưỡng môi,Kệ H1,943000
TRANS_05756,CUST_2906,Kẹp tóc thời trang,Kệ D2,938000
TRANS_05757,CUST_2907,Ba lô học sinh,Kệ F2,1203000
TRANS_05758,CUST_2907,Tai nghe,Kệ G3,452000
TRANS_05759,CUST_2908,Đồng hồ lịch lãm,Kệ I2,1702000
TRANS_05760,CUST_2909,Cà phê hòa tan,Kệ N2,1796000
TRANS_05761,CUST_2909,Rượu vang,Kệ M1,657000
TRANS_05762,CUST_2910,Bút màu,Kệ B3,1084000
TRANS_05763,CUST_2911,Đồ chơi xe hơi,Kệ A1,1028000
TRANS_05764,CUST_2911,Bánh kẹo trẻ em,Kệ C2,776000
TRANS_05765,CUST_2912,Kem dưỡng da lão hóa,Kệ K3,1893000
TRANS_05766,CUST_2913,Thực phẩm chức năng,Kệ O1,745000
TRANS_05767,CUST_2913,Mỹ phẩm cao cấp,Kệ K2,978000
TRANS_05768,CUST_2914,Thực phẩm bổ sung canxi,Kệ O2,1719000
TRANS_05769,CUST_2914,Trà thảo mộc,Kệ N4,1862000
TRANS_05770,CUST_2915,Thực phẩm chức năng,Kệ O1,1031000
TRANS_05771,CUST_2915,Gậy đi bộ,Kệ P1,1711000
TRANS_05772,CUST_2915,Trà xanh,Kệ N3,474000
TRANS_05773,CUST_2916,Đồ chơi xe hơi,Kệ A1,801000
TRANS_05774,CUST_2916,Bánh kẹo trẻ em,Kệ C2,1176000
TRANS_05775,CUST_2917,Đồ chơi xe hơi,Kệ A1,460000
TRANS_05776,CUST_2918,Mỹ phẩm cao cấp,Kệ K2,1267000
